id,name,type,distance,moving_time,elapsed_time,total_elevation_gain,start_date_local,average_speed,max_speed,average_heartrate,max_heartrate,elev_high,elev_low,description,calories
9559908805,De vuelta ,Ride,45.69,01h 49m,01h 52m,381.0,2023-08-01T06:06:07Z,25.02,46.16,128.6,163.0,779.2,692.0,,
9555714020,Afternoon HIIT,Workout,0.0,00h 49m,00h 49m,0,2023-07-31T14:42:06Z,0.0,0.0,101.7,137.0,0.0,0.0,,
9542351270,Lunch HIIT,Workout,0.0,00h 46m,00h 46m,0,2023-07-29T11:45:11Z,0.0,0.0,100.1,130.0,0.0,0.0,,
9516322035,Morning Walk,Walk,6.52,01h 20m,01h 20m,33.3,2023-07-25T06:52:33Z,4.85,14.14,85.9,104.0,14.7,3.3,,
9511194478,Lunch Workout,Workout,0.0,00h 54m,00h 54m,0,2023-07-24T11:42:08Z,0.0,0.0,101.2,132.0,0.0,0.0,,
9497477774,Morning Walk,Walk,6.42,01h 20m,01h 22m,41.6,2023-07-22T06:41:41Z,4.76,26.31,84.0,115.0,15.1,3.6,,
9491909928,Morning Workout,Workout,0.0,00h 51m,00h 51m,0,2023-07-21T07:21:45Z,0.0,0.0,84.1,121.0,0.0,0.0,,
9485577703,Morning Walk,Walk,6.09,01h 19m,01h 24m,32.9,2023-07-20T06:48:57Z,4.62,15.04,88.0,104.0,14.7,3.4,,
9479840793,Morning Workout,Workout,0.0,00h 47m,00h 47m,0,2023-07-19T10:30:57Z,0.0,0.0,102.4,135.0,,,,
9472332644,Morning Walk,Walk,6.39,01h 20m,01h 28m,30.4,2023-07-18T06:45:11Z,4.74,13.59,80.4,101.0,14.6,3.3,,
9447541512,Morning Ride,Ride,31.56,01h 11m,01h 17m,266.0,2023-07-14T05:57:39Z,26.35,47.4,132.3,161.0,777.2,699.8,,
9443576259,Afternoon Workout,Workout,0.0,00h 52m,00h 52m,0,2023-07-13T14:01:19Z,0.0,0.0,114.5,156.0,,,,
9435005114,Morning Ride,Ride,50.07,01h 41m,01h 47m,421.0,2023-07-12T05:27:01Z,29.48,49.3,146.5,175.0,797.4,701.4,,
9428307398,Morning Ride,Ride,32.66,01h 14m,01h 20m,271.0,2023-07-11T05:47:28Z,26.22,48.55,133.1,165.0,773.4,699.2,,
9424077142,Afternoon Workout,Workout,0.0,01h 02m,01h 02m,0,2023-07-10T13:47:56Z,0.0,0.0,112.7,155.0,,,,
9403538398,Morning Ride,Ride,31.51,01h 16m,01h 20m,269.0,2023-07-07T05:55:48Z,24.61,47.36,120.4,154.0,774.8,699.2,,
9399239091,Afternoon Workout,Workout,0.0,01h 03m,01h 03m,0,2023-07-06T13:49:41Z,0.0,0.0,90.8,136.0,,,,
9390965392,Morning Ride,Ride,50.02,01h 43m,01h 46m,422.0,2023-07-05T05:32:02Z,29.07,48.43,146.7,176.0,786.4,697.0,,
9386294333,Afternoon Workout,Workout,0.0,00h 59m,00h 59m,0,2023-07-04T13:55:10Z,0.0,0.0,112.8,152.0,,,,
9378887217,Morning Ride,Ride,31.58,01h 13m,01h 15m,264.0,2023-07-03T05:59:16Z,25.61,47.31,122.5,161.0,775.6,698.2,,
9365882140,Morning Ride,Ride,63.25,02h 14m,02h 21m,605.0,2023-07-01T05:52:35Z,28.23,52.28,137.7,178.0,952.0,693.0,,
9360451468,Morning Ride,Ride,32.01,01h 16m,01h 27m,290.0,2023-06-30T05:55:27Z,25.17,45.12,123.9,156.0,778.0,700.8,,
9354430233,Morning Ride,Ride,45.69,01h 38m,01h 42m,368.0,2023-06-29T05:31:55Z,27.74,47.23,135.8,167.0,775.0,699.8,,
9351403891,Afternoon Workout,Workout,0.0,01h 01m,01h 01m,0,2023-06-28T13:50:01Z,0.0,0.0,117.6,153.0,,,,
9341729904,Morning Ride,Ride,31.5,01h 13m,01h 16m,261.0,2023-06-27T05:51:25Z,25.73,47.35,124.6,160.0,773.6,695.8,,
9337595799,Afternoon Workout,Workout,0.0,01h 00m,01h 00m,0,2023-06-26T14:01:51Z,0.0,0.0,100.9,150.0,,,,
9329788250,Colmenar ,Ride,64.53,02h 33m,03h 00m,607.0,2023-06-25T07:08:38Z,25.21,50.9,123.5,167.0,930.6,693.8,,
9323465336,Hasta Colmenar ,Ride,65.43,02h 24m,03h 25m,610.0,2023-06-24T06:35:17Z,27.21,54.0,138.3,182.0,924.8,691.6,,
9318585126,Afternoon Workout,Workout,0.0,01h 00m,01h 00m,0,2023-06-22T13:56:26Z,0.0,0.0,103.7,151.0,,,,
9307255723,Afternoon Workout,Workout,0.0,00h 59m,00h 59m,0,2023-06-21T13:54:38Z,0.0,0.0,109.5,143.0,,,,
9300517395,Afternoon Ride,Ride,23.62,00h 54m,00h 56m,261.0,2023-06-20T13:05:19Z,26.14,43.18,133.3,174.0,732.0,678.2,,
9294469967,Afternoon Ride,Ride,25.05,00h 57m,00h 59m,214.0,2023-06-19T14:02:27Z,26.32,43.86,128.1,161.0,738.8,650.6,,
9280290312,Morning Ride,Ride,98.49,03h 39m,03h 49m,976.0,2023-06-17T05:47:23Z,26.97,58.86,137.9,167.0,1047.2,693.2,,
9276279729,Afternoon Ride,Ride,50.13,01h 55m,01h 59m,411.0,2023-06-16T13:06:51Z,25.97,47.33,133.7,168.0,794.0,694.0,,
9278835849,Afternoon Workout,Workout,0.0,00h 41m,00h 41m,0,2023-06-15T14:36:23Z,0.0,0.0,93.9,132.0,,,,
9264655281,Afternoon Workout,Workout,0.0,00h 58m,00h 58m,0,2023-06-14T14:02:07Z,0.0,0.0,105.2,154.0,,,,
9257327341,Lunch Ride,Ride,50.01,01h 49m,01h 52m,426.0,2023-06-13T12:57:31Z,27.51,47.92,140.0,172.0,785.6,697.4,,
9251072142,Afternoon Ride,Ride,23.88,00h 55m,00h 57m,215.0,2023-06-12T13:47:44Z,25.98,45.65,128.0,159.0,739.2,647.4,,
9242956358,Morning Ride,Ride,63.23,02h 18m,02h 21m,607.0,2023-06-11T06:53:50Z,27.36,47.12,135.5,170.0,951.4,694.4,,
9236744409,Café en Colmenar y a casita ,Ride,65.44,02h 32m,02h 59m,616.0,2023-06-10T07:06:33Z,25.78,49.8,129.0,172.0,927.6,690.8,,
9226029790,Afternoon Ride,Ride,22.02,00h 53m,00h 57m,258.0,2023-06-08T13:41:56Z,24.75,44.72,128.2,163.0,732.0,676.4,,
9219749525,Afternoon Workout,Workout,0.0,00h 53m,00h 53m,0,2023-06-07T14:04:58Z,0.0,0.0,112.9,153.0,,,,
9213287088,Afternoon Ride,Ride,50.02,01h 42m,01h 47m,414.0,2023-06-06T13:13:30Z,29.18,47.99,150.4,178.0,794.6,694.8,,
9207323175,Afternoon Workout,Workout,0.0,01h 02m,01h 02m,0,2023-06-05T13:56:16Z,0.0,0.0,101.2,142.0,,,,
9198800302,Morning Ride,Ride,65.45,02h 34m,03h 07m,622.0,2023-06-04T07:03:12Z,25.42,49.91,128.7,172.0,933.0,694.8,,
9192319950,Morning Ride,Ride,55.43,02h 27m,03h 08m,605.0,2023-06-03T07:17:59Z,22.52,57.18,116.3,167.0,751.0,609.6,,
9188019252,Afternoon Workout,Workout,0.0,01h 00m,01h 00m,0,2023-06-02T14:06:07Z,0.0,0.0,113.7,153.0,,,,
9181815742,Afternoon Ride,Ride,22.98,00h 55m,00h 58m,264.0,2023-06-01T13:52:28Z,24.98,44.81,127.3,164.0,737.8,684.8,,
9175392215,Afternoon Ride,Ride,22.26,00h 53m,00h 57m,266.0,2023-05-31T13:57:05Z,24.82,56.06,123.1,161.0,744.0,689.0,,
9168939402,Afternoon Workout,Workout,0.0,01h 02m,01h 02m,0,2023-05-30T13:38:43Z,0.0,0.0,105.7,146.0,,,,
9162605491,Afternoon Ride,Ride,2.7,00h 08m,00h 08m,29.0,2023-05-29T14:40:02Z,18.12,29.92,,,719.8,709.2,,
9148030703,Morning Ride,Ride,55.39,02h 20m,02h 51m,610.0,2023-05-27T07:15:42Z,23.64,59.25,133.7,188.0,753.8,614.0,,
9144051665,Afternoon Workout,Workout,0.0,00h 49m,00h 49m,0,2023-05-26T13:39:41Z,0.0,0.0,108.9,137.0,,,,
9138011291,Afternoon Ride,Ride,23.99,00h 56m,00h 57m,227.0,2023-05-25T14:56:05Z,25.7,43.92,134.0,172.0,764.2,646.6,,
9131641632,Afternoon Workout,Workout,0.0,00h 58m,00h 58m,0,2023-05-24T14:06:40Z,0.0,0.0,100.9,142.0,,,,
9124170076,Lunch Ride,Ride,36.37,01h 17m,01h 20m,381.0,2023-05-23T11:10:13Z,28.11,54.94,147.4,179.0,734.6,638.4,,
9118676493,Afternoon Ride,Ride,22.01,00h 53m,00h 58m,257.0,2023-05-22T13:46:46Z,24.88,48.84,125.8,159.0,734.2,681.0,,
9113742427,Afternoon Ride,Ride,43.06,01h 33m,01h 37m,416.0,2023-05-21T15:22:52Z,27.63,52.06,143.8,177.0,739.0,642.0,,
9104180244,Morning Ride,Ride,65.51,02h 30m,02h 58m,645.0,2023-05-20T07:06:40Z,26.09,56.27,138.2,181.0,941.0,701.0,,
9100013990,Afternoon Workout,Workout,0.0,00h 49m,00h 49m,0,2023-05-19T14:12:38Z,0.0,0.0,116.4,166.0,,,,
9093982549,Afternoon Ride,Ride,27.33,01h 05m,01h 08m,324.0,2023-05-18T13:56:18Z,25.17,41.17,125.3,160.0,743.4,678.8,,
9095251933,Afternoon Workout,Workout,0.0,00h 52m,00h 52m,0,2023-05-17T14:05:58Z,0.0,0.0,108.1,136.0,,,,
9081510005,Afternoon Ride,Ride,32.3,01h 21m,01h 30m,299.0,2023-05-16T13:31:41Z,23.83,73.2,118.7,169.0,741.0,644.2,,
9074918817,Lunch Ride,Ride,33.02,01h 13m,01h 15m,360.0,2023-05-15T12:14:52Z,26.85,48.12,144.1,184.0,738.4,684.2,,
9067594721,Morning Ride,Ride,50.06,01h 55m,02h 06m,435.0,2023-05-14T06:59:25Z,25.93,53.58,127.7,170.0,784.6,687.0,,
9061595989,Morning Ride,Ride,65.48,02h 36m,03h 07m,640.0,2023-05-13T07:15:11Z,25.07,53.79,132.6,179.0,931.8,688.2,,
9051752366,Afternoon Workout,Workout,0.0,00h 41m,00h 41m,0,2023-05-11T14:11:51Z,0.0,0.0,112.3,138.0,,,,
9045600647,Afternoon Ride,Ride,27.43,01h 02m,01h 04m,323.0,2023-05-10T13:59:50Z,26.34,43.61,138.2,184.0,744.4,690.0,,
9039296752,Afternoon Workout,Workout,0.0,00h 49m,00h 49m,0,2023-05-09T13:54:36Z,0.0,0.0,99.6,138.0,,,,
9033263980,Afternoon Ride,Ride,22.02,00h 54m,00h 58m,256.0,2023-05-08T13:42:32Z,24.21,49.5,130.2,167.0,738.2,682.4,,
9025815400,Morning Ride,Ride,8.51,00h 30m,00h 30m,0,2023-05-07T10:22:50Z,16.69,18.28,102.4,113.0,,,,
9018829343,Hasta Soto,Ride,80.02,02h 47m,02h 51m,739.0,2023-05-06T06:04:59Z,28.61,54.76,150.0,176.0,950.0,691.2,,
9014773466,Afternoon Workout,Workout,0.0,00h 42m,00h 42m,0,2023-05-05T13:23:01Z,0.0,0.0,101.9,139.0,,,,
9009303438,Afternoon Ride,Ride,8.91,00h 29m,00h 38m,115.0,2023-05-04T15:35:01Z,18.2,43.81,,,738.2,687.8,,
9007866543,Morning Workout,Workout,0.0,00h 52m,00h 52m,0,2023-05-04T10:21:34Z,0.0,0.0,100.6,144.0,,,,
9007427121,Morning Ride,Ride,9.82,00h 35m,00h 44m,135.0,2023-05-04T08:26:30Z,16.71,43.13,,,729.2,687.2,,
9002922119,Afternoon Ride,Ride,8.9,00h 28m,00h 39m,115.0,2023-05-03T15:32:22Z,18.78,39.91,,,734.4,690.0,,
9000973150,Morning Ride,Ride,10.27,00h 33m,00h 46m,136.0,2023-05-03T08:27:42Z,18.18,42.72,,,734.0,691.2,,
8994559863,Morning Ride,Ride,35.49,01h 22m,01h 22m,406.0,2023-05-02T06:53:43Z,25.88,42.63,130.2,162.0,733.0,677.2,,
8988246397,Morning Ride,Ride,54.82,02h 22m,02h 54m,607.0,2023-05-01T07:11:16Z,23.04,59.22,120.2,172.0,752.6,607.8,,
8981629212,Morning Ride,Ride,63.23,02h 15m,02h 17m,616.0,2023-04-30T06:56:29Z,28.02,49.11,139.5,174.0,954.0,692.8,,
8970492795,Morning Ride,Ride,10.44,00h 35m,00h 47m,143.0,2023-04-28T08:24:46Z,17.84,44.15,,,733.2,690.4,,
8970492737,Afternoon Ride,Ride,8.92,00h 27m,00h 40m,108.0,2023-04-27T15:35:26Z,19.23,41.91,,,729.2,687.8,,
8966117269,Afternoon Workout,Workout,0.0,00h 28m,00h 28m,0,2023-04-27T14:15:18Z,0.0,0.0,109.0,141.0,,,,
8964708639,Morning Ride,Ride,10.24,00h 35m,00h 46m,141.0,2023-04-27T08:27:43Z,17.19,42.03,,,732.4,690.0,,
8959866912,Lunch Ride,Ride,38.51,01h 38m,01h 50m,462.0,2023-04-26T12:04:22Z,23.37,58.65,135.6,180.0,760.8,631.0,,
8958745512,Morning Ride,Ride,9.91,00h 33m,00h 45m,138.0,2023-04-26T08:27:01Z,17.83,39.37,,,733.8,686.0,,
8954038630,Afternoon Workout,Workout,0.0,01h 00m,01h 00m,0,2023-04-25T13:45:22Z,0.0,0.0,99.0,131.0,,,,
8952600766,Morning Ride,Ride,10.22,00h 34m,00h 45m,139.0,2023-04-25T08:27:24Z,17.78,43.86,,,731.0,688.0,,
8948565377,Afternoon Ride,Ride,8.91,00h 30m,00h 40m,113.0,2023-04-24T15:37:48Z,17.27,38.57,,,732.2,690.0,,
8946926006,Morning Ride,Ride,10.17,00h 34m,00h 47m,146.0,2023-04-24T08:25:38Z,17.82,39.61,,,737.8,687.2,,
8941245068,Hoyo de Manzanares,Ride,92.64,03h 52m,04h 47m,1120.0,2023-04-23T06:58:35Z,23.86,56.6,130.8,174.0,1009.2,687.2,,
8934474268,Morning Ride,Ride,22.12,01h 00m,01h 00m,0,2023-04-22T09:22:11Z,22.02,29.73,118.2,148.0,,,,
8930110138,Afternoon Ride,Ride,31.77,01h 14m,01h 24m,351.0,2023-04-21T13:10:08Z,25.52,54.4,140.1,178.0,737.2,671.2,,
8925016271,Afternoon Ride,Ride,8.89,00h 29m,00h 42m,111.0,2023-04-20T15:35:43Z,18.38,38.75,,,735.2,688.8,,
8924569809,Afternoon Workout,Workout,0.0,00h 31m,00h 31m,0,2023-04-20T14:12:42Z,0.0,0.0,100.2,127.0,,,,
8919009017,Afternoon Ride,Ride,8.96,00h 28m,00h 35m,116.0,2023-04-19T15:38:20Z,18.76,43.08,,,733.8,691.8,,
8918458847,Afternoon Ride,Ride,22.08,00h 53m,00h 59m,255.0,2023-04-19T13:24:59Z,24.67,45.62,132.4,164.0,733.4,677.6,,
8912298268,Afternoon Workout,Workout,0.0,00h 56m,00h 56m,0,2023-04-18T13:35:07Z,0.0,0.0,100.2,127.0,,,,
8898821271,"Cerro San Pedro, Guadalix, Soto.",Ride,97.54,03h 45m,03h 56m,1038.0,2023-04-16T06:21:12Z,25.92,58.52,140.6,172.0,1066.8,694.4,,
8892799627,Morning Ride,Ride,65.5,02h 34m,03h 04m,642.0,2023-04-15T07:16:07Z,25.47,48.17,134.0,176.0,940.2,689.6,,
8888372696,Lunch Ride,Ride,23.4,01h 01m,01h 05m,272.0,2023-04-14T11:54:22Z,22.65,44.27,126.0,171.0,732.2,674.4,,
8883254031,Afternoon Workout,Workout,0.0,00h 51m,00h 51m,0,2023-04-13T13:30:32Z,0.0,0.0,104.0,136.0,,,,
8877552308,Afternoon Ride,Ride,22.53,01h 00m,01h 00m,0,2023-04-12T13:32:56Z,22.31,38.17,122.2,159.0,,,,
8871399590,Afternoon Workout,Workout,0.0,01h 05m,01h 05m,0,2023-04-11T13:32:41Z,0.0,0.0,101.9,132.0,,,,
8866173266,Afternoon Ride,Ride,10.45,00h 30m,00h 38m,126.0,2023-04-10T15:34:44Z,20.51,44.37,,,731.4,679.4,,
8863672474,Morning Ride,Ride,10.03,00h 31m,00h 48m,146.0,2023-04-10T08:27:15Z,18.84,38.89,,,736.0,684.2,,
8857891135,Morning Ride,Ride,79.86,02h 55m,03h 03m,735.0,2023-04-09T06:49:36Z,27.25,54.01,140.4,171.0,950.4,682.2,,
8846077693,Morning Ride,Ride,55.35,02h 20m,02h 31m,626.0,2023-04-07T07:01:54Z,23.58,56.96,122.5,164.0,758.6,613.4,,
8840725877,Morning Ride,Ride,46.27,01h 51m,01h 58m,397.0,2023-04-06T07:03:31Z,24.87,47.07,123.1,166.0,781.4,696.2,,
8836316587,Lunch Ride,Ride,27.51,01h 06m,01h 10m,315.0,2023-04-05T12:55:00Z,25.0,57.12,128.7,166.0,732.2,674.0,,
8830386675,Afternoon Workout,Workout,0.0,01h 04m,01h 04m,0,2023-04-04T13:36:59Z,0.0,0.0,95.7,131.0,,,,
8817653643,Cerro San Pedro y Guadalix ,Ride,96.8,04h 08m,04h 37m,1037.0,2023-04-02T07:11:50Z,23.37,50.7,134.9,168.0,1068.2,700.8,,
8813578267,Afternoon Ride,Ride,18.11,01h 03m,01h 07m,201.0,2023-04-01T15:17:33Z,17.05,40.91,,,743.8,689.0,,
8791332732,Afternoon Ride,Ride,26.59,01h 01m,01h 14m,306.0,2023-03-28T13:53:06Z,25.84,50.63,136.3,172.0,736.6,674.8,,
8784749141,Morning Walk,Walk,3.68,00h 40m,00h 45m,28.8,2023-03-27T10:12:51Z,5.39,13.11,104.5,130.0,720.7,691.6,,
8768395795,Morning Ride,Ride,22.9,01h 02m,01h 02m,0,2023-03-24T10:48:07Z,21.94,28.63,128.1,155.0,,,,
8767391330,Afternoon Workout,Workout,0.0,01h 02m,01h 02m,0,2023-03-23T13:26:30Z,0.0,0.0,107.3,133.0,,,,
8757524806,Lunch Ride,Ride,25.06,01h 12m,01h 12m,0,2023-03-22T11:19:36Z,20.75,25.05,116.2,131.0,,,,
8752166473,Afternoon Workout,Workout,0.0,01h 10m,01h 10m,0,2023-03-21T13:32:56Z,0.0,0.0,106.4,136.0,,,,
8746411709,El Pardo,Ride,55.58,02h 20m,02h 58m,569.5,2023-03-20T07:31:49Z,23.75,62.32,133.0,176.0,745.5,605.2,,
8739179416,Hasta Soto,Ride,79.35,03h 05m,03h 17m,754.0,2023-03-19T06:53:27Z,25.6,53.04,136.2,175.0,959.4,697.0,,
8728813546,Lunch Ride,Ride,21.03,01h 01m,01h 01m,0,2023-03-17T11:21:53Z,20.38,22.73,118.5,135.0,,,,
8723906311,Afternoon Ride,Ride,22.33,00h 53m,00h 55m,265.0,2023-03-16T13:29:59Z,24.86,47.92,140.2,181.0,740.2,684.4,,
8718505553,Afternoon Workout,Workout,0.0,01h 11m,01h 11m,0,2023-03-15T13:35:58Z,0.0,0.0,107.2,142.0,,,,
8711933119,Morning Ride,Ride,20.35,01h 11m,01h 11m,0,2023-03-14T10:37:39Z,17.03,18.67,109.2,126.0,,,,
8707486771,Afternoon Workout,Workout,0.0,01h 13m,01h 13m,0,2023-03-13T13:31:59Z,0.0,0.0,96.0,125.0,,,,
8700741494,Morning Ride,Ride,91.54,03h 47m,04h 21m,1121.0,2023-03-12T07:04:56Z,24.12,54.17,136.0,178.0,1023.6,705.6,,
8694620628,Morning Ride,Ride,55.43,02h 23m,02h 52m,628.0,2023-03-11T07:32:54Z,23.1,60.96,133.3,180.0,761.6,613.4,,
8690736212,Lunch Ride,Ride,21.6,00h 55m,00h 58m,252.0,2023-03-10T12:57:45Z,23.28,43.11,132.4,172.0,726.8,672.4,,
8681193181,Afternoon Ride,Ride,21.79,01h 00m,01h 00m,0,2023-03-08T13:36:41Z,21.52,31.53,131.1,171.0,,,,
8675040954,Afternoon Ride,Ride,21.56,00h 57m,00h 58m,260.0,2023-03-07T13:22:08Z,22.35,42.08,130.3,165.0,736.6,681.6,,
8670149019,Afternoon Workout,Workout,0.0,00h 58m,00h 58m,0,2023-03-06T13:47:53Z,0.0,0.0,108.1,129.0,,,,
8656664427,Morning Ride,Ride,64.36,02h 35m,03h 13m,660.0,2023-03-04T07:37:47Z,24.77,51.08,147.3,181.0,934.8,708.2,,
8652489810,Afternoon Ride,Ride,21.34,00h 54m,00h 59m,269.0,2023-03-03T13:10:14Z,23.33,50.57,134.1,178.0,741.4,677.0,,
8646353017,Morning Ride,Ride,21.13,01h 01m,01h 01m,0,2023-03-02T10:23:53Z,20.63,23.2,131.2,146.0,,,,
8646140552,Morning Workout,Workout,0.0,00h 16m,00h 16m,0,2023-03-02T10:04:45Z,0.0,0.0,112.4,143.0,,,,
8641815890,Afternoon Workout,Workout,0.0,01h 03m,01h 03m,0,2023-03-01T13:51:30Z,0.0,0.0,109.2,157.0,,,,
8634991902,Morning Ride,Ride,20.47,00h 55m,00h 55m,0,2023-02-28T09:57:57Z,21.99,32.41,132.9,164.0,,,,
8631228585,Afternoon Workout,Workout,0.0,01h 14m,01h 14m,0,2023-02-27T13:41:45Z,0.0,0.0,113.1,157.0,,,,
8623629435,Morning Walk,Walk,3.86,00h 47m,00h 57m,36.0,2023-02-26T09:02:57Z,4.86,17.79,94.0,107.0,733.6,704.8,,
8618008875,Morning Ride,Ride,36.49,01h 43m,02h 09m,348.0,2023-02-25T08:01:03Z,21.24,51.24,117.5,160.0,734.4,633.6,,
8614378204,Afternoon Ride,Ride,31.58,01h 21m,01h 25m,289.0,2023-02-24T13:15:12Z,23.24,47.2,128.9,164.0,779.6,701.0,,
8614377928,Afternoon Ride,Ride,0.04,00h 00m,00h 01m,6.0,2023-02-24T13:12:31Z,8.5,14.38,91.4,93.0,720.2,712.0,,
8608367691,Lunch Workout,Workout,0.0,00h 15m,00h 15m,0,2023-02-23T11:15:17Z,0.0,0.0,105.9,122.0,,,,
8608366959,Morning Ride,Ride,11.11,00h 40m,00h 40m,0,2023-02-23T10:32:39Z,16.63,21.12,122.8,139.0,,,,
8605489796,Afternoon Workout,Workout,0.0,00h 49m,00h 49m,0,2023-02-22T13:52:30Z,0.0,0.0,117.9,151.0,,,,
8597194291,Morning Ride,Ride,19.9,01h 00m,01h 00m,0,2023-02-21T10:34:45Z,19.85,22.6,126.2,138.0,,,,
8592446281,Afternoon Workout,Workout,0.0,00h 40m,00h 40m,0,2023-02-20T13:47:38Z,0.0,0.0,113.4,145.0,,,,
8585991785,Morning Ride,Ride,50.33,01h 58m,01h 59m,450.0,2023-02-19T09:48:32Z,25.51,48.61,145.9,177.0,793.2,698.8,,
8575309196,Morning Ride,Ride,18.46,01h 00m,01h 00m,0,2023-02-17T10:29:14Z,18.27,19.89,118.6,131.0,,,,
8564157301,Morning Ride,Ride,12.61,00h 36m,00h 36m,0,2023-02-15T10:01:45Z,20.47,29.64,135.7,164.0,,,,
8564157297,Morning Workout,Workout,0.0,00h 31m,00h 31m,0,2023-02-15T09:23:24Z,0.0,0.0,115.5,146.0,,,,
8558952027,Lunch Ride,Ride,15.1,00h 45m,00h 45m,0,2023-02-14T11:56:48Z,20.1,22.26,114.2,128.0,,,,
8553395259,Lunch Ride,Ride,12.12,00h 35m,00h 35m,0,2023-02-13T11:46:14Z,20.29,30.29,107.7,139.0,,,,
8553393591,Lunch Workout,Workout,0.0,00h 31m,00h 31m,0,2023-02-13T11:10:04Z,0.0,0.0,109.4,135.0,,,,
8546960264,Morning Walk,Walk,3.44,00h 37m,00h 40m,28.5,2023-02-12T09:51:20Z,5.5,14.0,95.3,107.0,733.6,704.5,,
8542175151,Lunch Ride,Ride,32.56,01h 24m,01h 36m,326.0,2023-02-11T11:48:54Z,23.07,44.86,131.0,173.0,741.4,638.6,,
8536501720,Lunch Ride,Ride,11.66,00h 35m,00h 35m,0,2023-02-10T11:27:04Z,19.97,24.32,108.4,132.0,,,,
8536332876,Morning Workout,Workout,0.0,00h 30m,00h 30m,0,2023-02-10T10:52:46Z,0.0,0.0,97.0,129.0,,,,
8531633343,Lunch Ride,Ride,14.11,00h 45m,00h 45m,0,2023-02-09T12:58:34Z,18.72,23.21,106.9,127.0,,,,
8531632506,Lunch Workout,Workout,0.0,00h 26m,00h 26m,0,2023-02-09T12:29:19Z,0.0,0.0,97.2,134.0,,,,
8520025347,Lunch Ride,Ride,12.61,00h 40m,00h 40m,0,2023-02-07T12:23:41Z,18.68,23.43,118.8,140.0,,,,
8514052063,Lunch Workout,Workout,0.0,00h 24m,00h 24m,0,2023-02-06T11:02:41Z,0.0,0.0,112.1,145.0,,,,
8508187639,Morning Ride,Ride,20.72,01h 00m,01h 00m,0,2023-02-05T10:23:08Z,20.68,27.54,118.6,154.0,,,,
8502241930,Morning Ride,Ride,21.95,01h 01m,01h 03m,277.0,2023-02-04T10:22:31Z,21.57,42.68,127.1,178.0,734.0,677.8,,
8422083072,Lunch Workout,Workout,0.0,00h 37m,00h 37m,0,2023-01-20T12:28:18Z,0.0,0.0,106.7,148.0,,,,
8417018749,Afternoon Workout,Workout,0.0,00h 32m,00h 32m,0,2023-01-19T13:14:00Z,0.0,0.0,86.3,125.0,,,,
8405595094,Lunch Workout,Workout,0.0,00h 37m,00h 37m,0,2023-01-17T11:15:47Z,0.0,0.0,98.2,136.0,,,,
8394468296,Morning Ride,Ride,16.59,00h 47m,00h 48m,203.0,2023-01-15T10:20:36Z,20.81,41.21,123.0,165.0,732.0,677.0,,
8389219156,Morning Ride,Ride,15.22,00h 49m,00h 59m,179.0,2023-01-14T10:56:20Z,18.3,40.12,106.9,163.0,733.8,677.0,,
8357420145,Lunch Ride,Ride,21.78,01h 07m,01h 07m,0,2023-01-08T11:11:53Z,19.49,26.94,114.6,141.0,,,,
8346671884,Lunch Ride,Ride,21.74,01h 10m,01h 10m,0,2023-01-06T11:46:23Z,18.55,22.89,109.1,128.0,,,,
8341996825,Afternoon Ride,Ride,32.01,01h 23m,01h 26m,293.7,2023-01-05T13:08:16Z,22.95,46.86,129.1,172.0,669.5,591.5,,
8336480992,Lunch Ride,Ride,20.07,01h 11m,01h 11m,0,2023-01-04T12:24:51Z,16.95,23.04,109.2,138.0,,,,
8331241201,Afternoon Workout,Workout,0.0,00h 45m,00h 45m,0,2023-01-03T13:01:59Z,0.0,0.0,97.5,134.0,,,,
8323943522,Morning Workout,Workout,0.0,00h 51m,00h 51m,0,2023-01-02T07:18:33Z,0.0,0.0,93.0,129.0,,,,
8319973561,Lunch Ride,Ride,0.0,01h 03m,01h 03m,0,2023-01-01T11:23:21Z,0.0,0.0,96.5,128.0,,,,
8314769074,Morning Ride,Ride,0.0,00h 56m,00h 56m,0,2022-12-31T08:40:51Z,0.0,0.0,88.8,123.0,,,,
8310728199,Lunch Workout,Workout,0.0,00h 43m,00h 43m,0,2022-12-30T11:33:43Z,0.0,0.0,96.2,126.0,,,,
8301657719,Lunch Workout,Workout,0.0,00h 45m,00h 45m,0,2022-12-28T11:38:47Z,0.0,0.0,94.8,129.0,,,,
8298534876,Afternoon Run,Run,5.06,00h 46m,00h 50m,3.1,2022-12-27T16:17:50Z,6.56,10.73,111.3,151.0,732.3,728.5,,
8292154060,Morning Workout,Workout,0.0,00h 46m,00h 46m,0,2022-12-26T10:29:43Z,0.0,0.0,95.4,117.0,,,,
8290288067,Afternoon Walk,Walk,6.22,01h 05m,01h 05m,18.8,2022-12-25T17:08:41Z,5.71,11.56,104.7,134.0,739.2,728.2,,
8289490584,Lunch Ride,Ride,0.0,01h 00m,01h 00m,0,2022-12-25T11:52:34Z,0.0,0.0,91.7,114.0,,,,
8281181438,Morning Workout,Workout,0.0,00h 44m,00h 44m,0,2022-12-23T09:23:28Z,0.0,0.0,101.6,134.0,,,,
8277856187,Lunch Ride,Ride,18.14,01h 10m,01h 10m,0,2022-12-22T11:00:01Z,15.42,22.68,114.9,133.0,,,,
